person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,male,High School,10098200%,500%,RENT,1650000%,MEDICAL,1677%,16%,4,686,No,100%
24,female,Bachelor,5521800%,500%,RENT,1642500%,PERSONAL,1349%,30%,2,621,No,100%
24,female,Bachelor,7401600%,0%,RENT,1640000%,HOMEIMPROVEMENT,1099%,22%,4,640,No,0%
22,male,Associate,3398500%,0%,RENT,1630000%,DEBTCONSOLIDATION,1101%,48%,4,643,No,100%
26,male,Associate,5753500%,400%,RENT,1625000%,PERSONAL,1242%,28%,4,675,No,100%
21,female,High School,3092500%,0%,MORTGAGE,100000%,PERSONAL,751%,3%,3,645,Yes,0%
22,female,High School,6576100%,0%,RENT,1607500%,DEBTCONSOLIDATION,1037%,24%,3,572,Yes,0%
25,female,High School,4765300%,300%,RENT,1605000%,HOMEIMPROVEMENT,1714%,34%,3,608,No,100%
23,female,Bachelor,3673400%,0%,RENT,1600000%,EDUCATION,1323%,44%,2,570,No,100%
22,male,Associate,4063500%,0%,RENT,1600000%,VENTURE,1099%,39%,2,655,No,100%
26,female,Associate,4299200%,0%,RENT,1600000%,EDUCATION,603%,37%,4,670,No,100%
26,male,Bachelor,3123500%,0%,MORTGAGE,625000%,MEDICAL,1531%,20%,4,665,No,100%
24,male,High School,4332900%,300%,RENT,1600000%,MEDICAL,1171%,37%,3,628,No,100%
24,male,Master,4363700%,0%,RENT,1600000%,PERSONAL,1101%,37%,4,651,No,100%
23,female,Master,3100400%,400%,MORTGAGE,475000%,PERSONAL,1357%,15%,2,634,No,0%
21,female,High School,3089600%,0%,MORTGAGE,280000%,VENTURE,1101%,9%,3,687,Yes,0%
22,female,High School,4516200%,0%,RENT,1600000%,VENTURE,790%,35%,2,632,No,100%
25,male,Associate,4636200%,300%,RENT,1600000%,MEDICAL,1287%,35%,3,592,No,100%
25,female,Associate,4809500%,0%,RENT,1600000%,VENTURE,1565%,33%,3,658,No,100%
24,male,Associate,4882900%,100%,RENT,1600000%,MEDICAL,1071%,33%,2,655,No,100%
22,male,Bachelor,3113400%,0%,OWN,600000%,VENTURE,1189%,19%,2,641,No,0%
25,male,Bachelor,3106900%,300%,OWN,480000%,VENTURE,1253%,15%,3,652,No,0%
25,male,Associate,4903800%,0%,RENT,1600000%,EDUCATION,1171%,33%,4,678,No,100%
23,male,Bachelor,4894200%,0%,RENT,1600000%,EDUCATION,1299%,33%,2,613,No,100%
22,male,High School,4902900%,100%,RENT,1600000%,EDUCATION,888%,33%,3,658,No,100%
21,male,Bachelor,4925400%,0%,RENT,1600000%,EDUCATION,1183%,32%,4,535,No,100%
22,female,High School,4174200%,300%,RENT,1600000%,EDUCATION,1324%,38%,3,612,No,100%
21,female,High School,5101000%,0%,RENT,1600000%,VENTURE,1284%,31%,2,551,No,100%
24,male,Associate,5198500%,300%,RENT,1600000%,VENTURE,1171%,31%,3,551,No,100%
23,male,Associate,3081100%,100%,MORTGAGE,500000%,MEDICAL,932%,16%,2,696,No,0%
22,male,Bachelor,3087300%,0%,OWN,1110000%,PERSONAL,963%,36%,3,631,No,0%
24,female,Associate,5234200%,300%,RENT,1600000%,DEBTCONSOLIDATION,890%,31%,3,656,No,100%
25,female,Bachelor,5269000%,100%,RENT,1600000%,VENTURE,1149%,30%,2,677,No,100%
25,male,Master,3119100%,0%,OWN,152500%,MEDICAL,1095%,5%,2,628,Yes,0%
24,male,Bachelor,3082300%,200%,MORTGAGE,700000%,DEBTCONSOLIDATION,932%,23%,2,653,Yes,0%
23,male,Master,5367400%,0%,RENT,1600000%,EDUCATION,849%,30%,4,609,No,100%
24,male,Bachelor,5410400%,200%,RENT,1600000%,MEDICAL,749%,30%,2,600,No,100%
26,female,Master,3102600%,100%,MORTGAGE,1200000%,VENTURE,1209%,39%,2,687,No,100%
24,female,Bachelor,3104400%,0%,MORTGAGE,650000%,MEDICAL,1101%,21%,4,640,No,0%
22,female,Bachelor,4672600%,0%,RENT,1600000%,VENTURE,1154%,34%,3,630,No,100%
24,male,Bachelor,3081200%,300%,MORTGAGE,1000000%,DEBTCONSOLIDATION,800%,32%,2,658,Yes,0%
24,female,High School,4748000%,100%,RENT,1600000%,DEBTCONSOLIDATION,1991%,34%,3,629,No,100%
22,female,High School,5495700%,0%,RENT,1600000%,DEBTCONSOLIDATION,1059%,29%,4,597,No,100%
21,female,Bachelor,3156600%,0%,OWN,880000%,MEDICAL,933%,28%,3,700,Yes,0%
24,male,Associate,4770000%,100%,RENT,1600000%,HOMEIMPROVEMENT,1306%,34%,2,537,No,100%
24,female,Master,3089800%,400%,MORTGAGE,500000%,VENTURE,579%,16%,4,672,Yes,0%
22,male,High School,3136500%,0%,OWN,400000%,DEBTCONSOLIDATION,1649%,13%,2,648,No,0%
23,male,Bachelor,3141400%,100%,OWN,1080000%,EDUCATION,1459%,34%,3,531,Yes,0%
26,female,Bachelor,3091100%,500%,OWN,540000%,DEBTCONSOLIDATION,1649%,17%,2,609,No,0%
23,male,High School,4789600%,0%,RENT,1600000%,PERSONAL,1136%,33%,3,644,No,100%
25,female,Associate,4755000%,100%,RENT,1600000%,MEDICAL,1411%,34%,2,668,No,100%
22,male,Associate,3114700%,100%,MORTGAGE,700000%,PERSONAL,603%,22%,4,679,No,0%
23,male,Associate,5844500%,100%,RENT,1600000%,EDUCATION,1000%,27%,4,569,No,100%
22,female,Bachelor,5125500%,0%,RENT,1600000%,VENTURE,1600%,31%,3,537,No,100%
25,male,Master,6103100%,100%,RENT,1600000%,VENTURE,1758%,26%,4,548,No,100%
24,female,Associate,3148000%,300%,OWN,320000%,MEDICAL,1523%,10%,2,628,No,0%
23,male,Associate,3134000%,0%,MORTGAGE,120000%,MEDICAL,749%,4%,3,651,No,0%
24,male,High School,6127500%,100%,RENT,1600000%,HOMEIMPROVEMENT,1399%,26%,2,666,No,100%
25,male,High School,3153200%,100%,OWN,120000%,HOMEIMPROVEMENT,1599%,4%,3,623,Yes,0%
24,female,Master,6063400%,300%,RENT,1600000%,VENTURE,1062%,26%,2,656,No,100%
22,male,Associate,5387600%,0%,RENT,1600000%,EDUCATION,1635%,30%,3,642,No,100%
24,female,High School,6180200%,500%,RENT,1600000%,MEDICAL,1385%,26%,3,610,No,100%
23,male,Associate,5512500%,100%,RENT,1600000%,MEDICAL,1645%,29%,4,658,No,100%
21,male,Master,6334200%,0%,RENT,1600000%,PERSONAL,1570%,25%,4,610,No,100%
22,female,Bachelor,6442200%,0%,RENT,1600000%,EDUCATION,790%,25%,4,683,Yes,0%
24,female,Bachelor,6588600%,200%,RENT,1600000%,DEBTCONSOLIDATION,1101%,24%,4,627,Yes,0%
22,male,Bachelor,3130300%,0%,MORTGAGE,400000%,MEDICAL,1273%,13%,2,716,No,100%
25,female,Associate,5966200%,100%,RENT,1600000%,DEBTCONSOLIDATION,1101%,27%,4,672,No,100%
22,male,High School,6731400%,100%,RENT,1600000%,VENTURE,1101%,24%,3,595,Yes,0%
21,male,High School,6695100%,0%,RENT,1600000%,DEBTCONSOLIDATION,894%,24%,2,679,No,0%
21,female,High School,3129300%,300%,MORTGAGE,650000%,PERSONAL,1426%,21%,2,616,No,100%
22,male,Bachelor,3134900%,200%,MORTGAGE,700000%,PERSONAL,1392%,22%,3,574,Yes,0%
25,female,Bachelor,7067700%,0%,RENT,1600000%,PERSONAL,1101%,23%,2,660,Yes,0%
25,male,Associate,6317400%,400%,RENT,1600000%,EDUCATION,1398%,25%,3,635,No,100%
23,male,Master,3130700%,200%,OWN,100000%,EDUCATION,1148%,3%,4,603,No,0%
22,female,Master,3136000%,100%,MORTGAGE,100000%,MEDICAL,1148%,3%,3,609,No,100%
22,male,Associate,6400600%,0%,RENT,1600000%,MEDICAL,1269%,25%,3,648,No,100%
26,female,Associate,7268700%,100%,RENT,1600000%,DEBTCONSOLIDATION,749%,22%,2,624,Yes,0%
24,female,High School,6584500%,300%,RENT,1600000%,HOMEIMPROVEMENT,1565%,24%,4,694,No,100%
26,male,Master,6586100%,0%,RENT,1600000%,VENTURE,1483%,24%,2,638,No,100%
24,female,Bachelor,3132200%,100%,MORTGAGE,400000%,MEDICAL,1649%,13%,3,592,No,100%
22,male,Bachelor,7410400%,200%,RENT,1600000%,VENTURE,1101%,22%,2,644,Yes,0%
23,male,High School,7536300%,200%,RENT,1600000%,VENTURE,749%,21%,2,551,Yes,0%
23,male,Associate,3136400%,100%,MORTGAGE,500000%,PERSONAL,999%,16%,3,617,Yes,0%
23,female,High School,3165800%,300%,MORTGAGE,785000%,DEBTCONSOLIDATION,1349%,25%,4,522,Yes,0%
22,female,Master,3152600%,200%,MORTGAGE,700000%,VENTURE,699%,22%,2,677,No,0%
22,female,Bachelor,6969100%,0%,RENT,1600000%,HOMEIMPROVEMENT,1715%,23%,4,532,No,100%
26,male,High School,3167300%,300%,MORTGAGE,560000%,HOMEIMPROVEMENT,1191%,18%,4,554,Yes,0%
22,female,Bachelor,6951900%,200%,RENT,1600000%,MEDICAL,1727%,23%,3,625,No,100%
25,male,Associate,3183000%,300%,MORTGAGE,1200000%,EDUCATION,1347%,38%,2,626,No,100%
23,male,Master,7775800%,0%,RENT,1600000%,PERSONAL,1074%,21%,3,671,No,0%
24,male,Master,7145900%,300%,RENT,1600000%,MEDICAL,1947%,22%,2,684,No,100%
22,female,Bachelor,7885400%,0%,RENT,1600000%,EDUCATION,1037%,20%,4,648,Yes,0%
21,female,Bachelor,7875600%,200%,RENT,1600000%,PERSONAL,991%,20%,3,666,Yes,0%
24,male,Bachelor,3151200%,200%,MORTGAGE,150000%,EDUCATION,991%,5%,3,654,Yes,0%
22,female,Master,7876600%,0%,RENT,1600000%,MEDICAL,849%,20%,4,680,Yes,0%
22,female,Associate,3190700%,0%,OWN,350000%,VENTURE,1218%,11%,2,561,Yes,0%
22,male,Bachelor,7913900%,200%,RENT,1600000%,PERSONAL,788%,20%,3,668,No,0%
24,male,High School,7166400%,0%,RENT,1600000%,MEDICAL,1645%,22%,2,587,No,100%
23,male,Bachelor,7899700%,0%,RENT,1600000%,PERSONAL,1459%,20%,4,662,No,0%
22,female,High School,3222300%,0%,MORTGAGE,1132500%,VENTURE,1065%,35%,3,465,Yes,0%
22,male,Associate,7908100%,0%,RENT,1600000%,DEBTCONSOLIDATION,1347%,20%,3,509,Yes,0%
22,male,Master,7178200%,0%,RENT,1600000%,MEDICAL,1632%,22%,3,562,No,100%
25,female,Associate,8002100%,0%,RENT,1600000%,HOMEIMPROVEMENT,1000%,20%,4,580,Yes,0%
22,male,Associate,3184400%,0%,OTHER,300000%,DEBTCONSOLIDATION,945%,9%,3,560,No,0%
23,female,Master,7440400%,0%,RENT,1600000%,HOMEIMPROVEMENT,1600%,22%,3,630,No,100%
23,male,Associate,7604600%,0%,RENT,1600000%,DEBTCONSOLIDATION,1454%,21%,2,560,No,100%
23,male,Bachelor,7698800%,0%,RENT,1600000%,EDUCATION,1442%,21%,3,683,No,100%
25,female,Associate,3217800%,400%,MORTGAGE,382500%,EDUCATION,1171%,12%,2,691,Yes,0%
20,male,Bachelor,7803900%,0%,RENT,1600000%,VENTURE,1531%,21%,4,671,No,100%
24,female,Bachelor,8751300%,400%,RENT,1600000%,PERSONAL,1306%,18%,2,680,Yes,0%
26,female,High School,8984300%,0%,RENT,1600000%,HOMEIMPROVEMENT,1484%,18%,3,618,Yes,0%
24,female,Master,9014900%,100%,RENT,1600000%,PERSONAL,1186%,18%,3,636,Yes,0%
26,male,Bachelor,9134500%,100%,RENT,1600000%,HOMEIMPROVEMENT,1727%,18%,4,545,Yes,0%
26,male,Associate,3227300%,200%,MORTGAGE,700000%,HOMEIMPROVEMENT,1099%,22%,4,665,Yes,0%
26,female,Master,3233400%,500%,MORTGAGE,1200000%,HOMEIMPROVEMENT,1101%,37%,3,622,Yes,0%
26,male,Bachelor,9076000%,100%,RENT,1600000%,VENTURE,1101%,18%,2,615,Yes,0%
23,male,Bachelor,3243300%,300%,MORTGAGE,780000%,DEBTCONSOLIDATION,1059%,24%,4,633,Yes,0%
26,male,Bachelor,9104300%,600%,RENT,1600000%,PERSONAL,1335%,18%,2,655,No,0%
23,female,Associate,3227900%,0%,MORTGAGE,500000%,MEDICAL,791%,15%,2,565,Yes,0%
24,female,Bachelor,8393500%,300%,RENT,1600000%,DEBTCONSOLIDATION,1189%,19%,4,602,No,100%
21,male,Bachelor,2528900%,0%,RENT,100000%,DEBTCONSOLIDATION,1426%,4%,2,629,Yes,0%
25,male,High School,3225100%,100%,OWN,1000000%,EDUCATION,579%,31%,3,517,Yes,0%
23,male,Bachelor,3193700%,0%,OWN,200000%,PERSONAL,1036%,6%,2,643,No,0%
22,female,High School,3205600%,0%,MORTGAGE,400000%,PERSONAL,925%,12%,2,542,Yes,0%
21,male,High School,3241000%,0%,OWN,600000%,EDUCATION,579%,19%,2,633,Yes,0%
25,male,Bachelor,2956300%,100%,RENT,100000%,MEDICAL,1149%,3%,2,682,Yes,0%
24,male,Associate,2954800%,300%,RENT,100000%,PERSONAL,1799%,3%,3,631,No,100%
23,male,Master,3216500%,200%,MORTGAGE,1000000%,HOMEIMPROVEMENT,1101%,31%,3,567,No,100%
21,female,High School,2945100%,0%,RENT,100000%,MEDICAL,1099%,3%,2,546,No,100%
22,male,Bachelor,2983900%,0%,RENT,100000%,DEBTCONSOLIDATION,1284%,3%,4,444,Yes,0%
21,female,Associate,3077400%,0%,RENT,100000%,EDUCATION,1398%,3%,4,641,Yes,0%
26,male,Bachelor,3075100%,0%,RENT,100000%,MEDICAL,1465%,3%,3,560,Yes,0%
22,female,Master,3124000%,0%,RENT,100000%,DEBTCONSOLIDATION,1595%,3%,2,682,No,100%
26,female,Bachelor,3228000%,500%,OWN,850000%,DEBTCONSOLIDATION,1645%,26%,3,684,No,100%
21,male,High School,3237900%,100%,MORTGAGE,1450000%,MEDICAL,1461%,45%,2,499,No,100%
24,female,Bachelor,3211500%,300%,MORTGAGE,700000%,MEDICAL,774%,22%,2,686,Yes,0%
22,male,Master,3472000%,0%,RENT,100000%,HOMEIMPROVEMENT,1629%,3%,3,599,No,100%
25,female,Master,3450200%,300%,RENT,100000%,DEBTCONSOLIDATION,751%,3%,3,695,No,0%
22,female,Master,3223900%,100%,MORTGAGE,200000%,EDUCATION,740%,6%,2,569,Yes,0%
22,female,Associate,3473200%,0%,RENT,100000%,HOMEIMPROVEMENT,1025%,3%,4,509,No,100%
24,male,Associate,3456500%,0%,RENT,100000%,MEDICAL,1253%,3%,4,627,Yes,0%
23,male,Master,3518200%,100%,RENT,100000%,EDUCATION,790%,3%,3,624,Yes,0%
22,male,Bachelor,3560000%,200%,RENT,100000%,VENTURE,729%,3%,4,631,Yes,0%
22,male,High School,3211400%,200%,MORTGAGE,1700000%,VENTURE,1284%,53%,4,634,No,100%
26,female,Master,3599100%,100%,RENT,100000%,MEDICAL,774%,3%,4,627,Yes,0%
24,female,Associate,3724000%,300%,RENT,100000%,EDUCATION,751%,3%,2,579,Yes,0%
21,female,Bachelor,3687000%,0%,RENT,100000%,EDUCATION,1099%,3%,4,648,Yes,0%
23,male,Associate,3707500%,0%,RENT,100000%,VENTURE,749%,3%,3,613,Yes,0%
23,female,High School,3221400%,0%,MORTGAGE,700000%,VENTURE,1493%,22%,4,643,Yes,0%
21,male,Bachelor,3689300%,0%,RENT,100000%,DEBTCONSOLIDATION,1101%,3%,3,681,No,0%
22,female,High School,3254100%,100%,MORTGAGE,50000%,PERSONAL,1046%,2%,4,643,Yes,0%
26,male,Associate,3667700%,100%,RENT,100000%,EDUCATION,963%,3%,3,514,Yes,0%
25,female,Bachelor,3203000%,200%,MORTGAGE,1000000%,EDUCATION,991%,31%,2,673,Yes,0%
22,female,High School,3234200%,200%,MORTGAGE,500000%,EDUCATION,542%,15%,4,639,Yes,0%
25,male,Associate,3711200%,300%,RENT,100000%,MEDICAL,1287%,3%,2,663,Yes,0%
26,female,Master,3225800%,200%,MORTGAGE,600000%,HOMEIMPROVEMENT,1199%,19%,2,587,Yes,0%
22,male,High School,3237700%,0%,MORTGAGE,500000%,EDUCATION,749%,15%,2,523,Yes,0%
25,female,Bachelor,4079400%,200%,RENT,100000%,DEBTCONSOLIDATION,729%,2%,4,576,Yes,0%
21,female,Associate,4138400%,0%,RENT,100000%,EDUCATION,1099%,2%,2,633,Yes,0%
22,male,High School,3208600%,0%,MORTGAGE,1200000%,PERSONAL,788%,37%,4,548,No,100%
21,female,High School,3230900%,0%,OWN,750000%,VENTURE,1101%,23%,2,628,Yes,0%
26,male,Bachelor,3261200%,300%,MORTGAGE,1000000%,HOMEIMPROVEMENT,1114%,31%,3,710,Yes,0%
23,female,High School,4131100%,0%,RENT,100000%,PERSONAL,1036%,2%,2,482,Yes,0%
25,female,Bachelor,4126900%,0%,RENT,100000%,DEBTCONSOLIDATION,1186%,2%,2,590,No,0%
23,female,Associate,4148600%,200%,RENT,100000%,MEDICAL,737%,2%,4,623,Yes,0%
23,male,Bachelor,4281800%,0%,RENT,100000%,VENTURE,1199%,2%,4,645,Yes,0%
25,female,Associate,4280200%,300%,RENT,100000%,MEDICAL,1398%,2%,3,631,Yes,0%
22,male,Bachelor,4318300%,200%,RENT,100000%,VENTURE,1101%,2%,3,609,Yes,0%
25,male,High School,4263300%,200%,RENT,100000%,VENTURE,1199%,2%,3,688,No,0%
26,male,Bachelor,3540900%,800%,RENT,100000%,EDUCATION,1128%,3%,3,685,No,100%
24,male,Associate,4317200%,400%,RENT,100000%,VENTURE,1349%,2%,4,675,No,0%
22,male,Associate,4313300%,0%,RENT,100000%,DEBTCONSOLIDATION,1398%,2%,2,552,Yes,0%
24,female,Associate,3259700%,300%,MORTGAGE,600000%,DEBTCONSOLIDATION,890%,18%,4,634,No,0%
23,female,High School,4401000%,0%,RENT,100000%,EDUCATION,1099%,2%,2,577,No,0%
22,male,High School,4395800%,0%,RENT,100000%,MEDICAL,988%,2%,3,600,Yes,0%
22,female,High School,4440900%,100%,RENT,100000%,EDUCATION,859%,2%,4,687,No,0%
25,female,Bachelor,3284400%,300%,MORTGAGE,750000%,HOMEIMPROVEMENT,890%,23%,3,656,Yes,0%
22,male,High School,4448000%,0%,RENT,100000%,PERSONAL,768%,2%,4,658,No,0%
23,female,Bachelor,3808100%,200%,RENT,100000%,PERSONAL,1496%,3%,3,622,No,100%
25,male,Bachelor,3926800%,0%,RENT,100000%,MEDICAL,1903%,3%,4,643,No,100%
26,male,Associate,4656300%,200%,RENT,100000%,PERSONAL,1527%,2%,3,639,Yes,0%
24,male,Bachelor,3978200%,300%,RENT,100000%,EDUCATION,1306%,3%,3,681,No,100%
23,male,Associate,4699000%,300%,RENT,100000%,EDUCATION,1101%,2%,3,630,Yes,0%
22,male,High School,3267300%,0%,MORTGAGE,155000%,HOMEIMPROVEMENT,1101%,5%,2,630,No,100%
21,female,Bachelor,4701000%,0%,RENT,100000%,PERSONAL,1422%,2%,3,654,Yes,0%
25,male,Bachelor,4166500%,100%,RENT,100000%,EDUCATION,1557%,2%,2,548,No,100%
24,male,Bachelor,4938800%,0%,RENT,100000%,EDUCATION,749%,2%,3,668,Yes,0%
22,female,Bachelor,4889800%,0%,RENT,100000%,DEBTCONSOLIDATION,790%,2%,4,561,Yes,0%
23,female,High School,4886000%,0%,RENT,100000%,EDUCATION,603%,2%,2,646,No,0%
24,female,Associate,4900600%,600%,RENT,100000%,MEDICAL,1099%,2%,3,655,Yes,0%
22,male,Bachelor,3247800%,0%,MORTGAGE,100000%,PERSONAL,1101%,3%,2,532,No,100%
25,female,High School,3272300%,200%,MORTGAGE,597500%,MEDICAL,1299%,18%,4,560,Yes,0%
23,male,Master,4890100%,300%,RENT,100000%,VENTURE,1062%,2%,4,670,Yes,0%
24,male,Master,4894600%,100%,RENT,100000%,EDUCATION,676%,2%,4,604,No,0%
21,male,Associate,4266400%,0%,RENT,100000%,DEBTCONSOLIDATION,1645%,2%,2,578,No,100%
22,male,Associate,4977500%,0%,RENT,100000%,VENTURE,691%,2%,2,661,Yes,0%
22,female,Bachelor,5136900%,0%,RENT,100000%,DEBTCONSOLIDATION,962%,2%,3,662,Yes,0%
24,male,Bachelor,5126600%,100%,RENT,100000%,VENTURE,1316%,2%,2,630,Yes,0%
23,male,Bachelor,5252000%,200%,RENT,100000%,EDUCATION,751%,2%,3,659,No,0%
25,female,High School,3237400%,0%,MORTGAGE,400000%,HOMEIMPROVEMENT,1074%,12%,3,692,No,0%
21,female,Associate,5526600%,0%,RENT,100000%,VENTURE,749%,2%,3,642,No,0%
24,male,Bachelor,5475200%,100%,RENT,100000%,EDUCATION,740%,2%,3,547,No,0%
23,female,Master,5458000%,0%,RENT,100000%,EDUCATION,1426%,2%,2,544,Yes,0%
25,female,High School,4991400%,0%,RENT,100000%,DEBTCONSOLIDATION,1557%,2%,2,558,No,100%
22,male,Master,5887600%,100%,RENT,100000%,EDUCATION,729%,2%,2,576,Yes,0%
21,male,High School,5139700%,200%,RENT,100000%,PERSONAL,1558%,2%,4,649,No,100%
25,female,Bachelor,5955200%,0%,RENT,100000%,EDUCATION,766%,2%,3,587,Yes,0%
21,male,Master,6055500%,0%,RENT,100000%,EDUCATION,1349%,2%,3,617,No,0%
26,male,Associate,3247300%,400%,MORTGAGE,850000%,PERSONAL,1323%,26%,3,589,Yes,0%
22,female,Bachelor,3253600%,0%,MORTGAGE,440000%,DEBTCONSOLIDATION,1149%,14%,4,614,Yes,0%
26,male,Bachelor,6124300%,200%,RENT,100000%,PERSONAL,542%,2%,3,668,No,0%
23,male,Master,6221900%,0%,RENT,100000%,DEBTCONSOLIDATION,714%,2%,2,694,Yes,0%
26,male,Associate,6578900%,300%,RENT,100000%,PERSONAL,1171%,2%,3,682,Yes,0%
22,female,Bachelor,6844600%,0%,RENT,100000%,EDUCATION,1149%,1%,2,606,Yes,0%
22,female,Bachelor,7034500%,0%,RENT,100000%,EDUCATION,1126%,1%,3,655,No,0%
26,male,Associate,7745500%,500%,RENT,100000%,DEBTCONSOLIDATION,1075%,1%,3,659,No,0%
21,male,Bachelor,3238400%,0%,OWN,400000%,VENTURE,751%,12%,4,632,Yes,0%
23,male,Master,8398500%,100%,RENT,100000%,MEDICAL,729%,1%,3,698,No,0%
24,male,Bachelor,8520900%,0%,RENT,100000%,DEBTCONSOLIDATION,859%,1%,2,675,Yes,0%
22,female,High School,8746900%,0%,RENT,100000%,EDUCATION,788%,1%,3,633,Yes,0%
25,male,Bachelor,3289300%,100%,MORTGAGE,720000%,MEDICAL,1171%,22%,4,689,No,100%
23,female,Master,9131400%,0%,RENT,100000%,PERSONAL,1323%,1%,3,684,Yes,0%
24,male,Master,10546900%,600%,RENT,100000%,PERSONAL,1399%,1%,4,678,Yes,0%
21,female,High School,3317200%,0%,MORTGAGE,600000%,MEDICAL,1446%,18%,4,443,No,100%
26,male,Master,11611500%,500%,RENT,100000%,HOMEIMPROVEMENT,1036%,1%,3,608,Yes,0%
23,male,Associate,4649300%,0%,RENT,107500%,DEBTCONSOLIDATION,1101%,2%,3,629,Yes,0%
23,male,Associate,3297900%,0%,OWN,600000%,VENTURE,800%,18%,3,549,No,0%
23,female,Master,1805100%,100%,RENT,110000%,EDUCATION,1199%,6%,4,655,No,0%
25,male,Bachelor,4275800%,400%,RENT,110000%,DEBTCONSOLIDATION,676%,3%,2,651,No,0%
23,male,Associate,9341900%,0%,RENT,115000%,VENTURE,1095%,1%,2,654,Yes,0%
24,male,Bachelor,1270400%,100%,RENT,120000%,VENTURE,729%,9%,4,678,No,0%
24,male,Master,3316000%,600%,MORTGAGE,100000%,MEDICAL,1253%,3%,2,670,No,0%
23,male,High School,1422400%,0%,RENT,120000%,EDUCATION,691%,8%,3,661,Yes,0%
21,male,High School,3347200%,0%,MORTGAGE,200000%,EDUCATION,699%,6%,3,604,No,100%
24,male,High School,1663000%,100%,RENT,120000%,MEDICAL,1189%,7%,2,624,No,0%
22,female,Master,1830100%,0%,RENT,120000%,PERSONAL,1037%,7%,2,687,Yes,0%
22,male,High School,3309400%,0%,MORTGAGE,300000%,VENTURE,832%,9%,3,512,Yes,0%
24,male,Master,1808300%,0%,RENT,120000%,MEDICAL,729%,7%,4,566,Yes,0%
21,male,Bachelor,1822400%,0%,RENT,120000%,DEBTCONSOLIDATION,714%,7%,3,632,Yes,0%
23,female,High School,1962200%,0%,RENT,120000%,VENTURE,1491%,6%,4,626,No,100%
22,female,High School,3325800%,200%,OWN,750000%,EDUCATION,1101%,23%,4,544,No,0%
21,male,Bachelor,2004200%,0%,RENT,120000%,EDUCATION,749%,6%,3,659,Yes,0%
25,female,Associate,2091800%,100%,RENT,120000%,MEDICAL,1038%,6%,2,630,No,0%
24,female,High School,2252900%,200%,RENT,120000%,EDUCATION,1189%,5%,4,612,Yes,0%
21,male,Master,3331000%,0%,MORTGAGE,960000%,MEDICAL,1349%,29%,2,651,No,0%
23,male,High School,2539700%,0%,RENT,120000%,EDUCATION,1825%,5%,4,585,No,100%
23,male,High School,3308600%,0%,OWN,500000%,EDUCATION,1065%,15%,4,636,No,0%
23,male,High School,3334100%,100%,OWN,640000%,VENTURE,790%,19%,2,647,No,0%
23,female,Associate,2573800%,100%,RENT,120000%,MEDICAL,790%,5%,2,571,Yes,0%
22,male,High School,2717400%,0%,RENT,120000%,MEDICAL,599%,4%,2,632,Yes,0%
22,female,Associate,3322500%,0%,OWN,480000%,MEDICAL,1199%,14%,2,629,No,0%
23,male,Associate,3347200%,0%,MORTGAGE,100000%,HOMEIMPROVEMENT,1599%,3%,3,638,No,100%
23,male,High School,3270300%,300%,RENT,120000%,DEBTCONSOLIDATION,1435%,4%,4,670,No,100%
22,female,Master,3389300%,0%,RENT,120000%,VENTURE,1306%,4%,2,645,Yes,0%
22,female,Master,3493500%,0%,RENT,120000%,MEDICAL,1269%,3%,3,672,No,0%
22,female,Bachelor,3362100%,200%,OWN,1080000%,VENTURE,1074%,32%,3,632,Yes,0%
21,male,Associate,3748100%,0%,RENT,120000%,EDUCATION,962%,3%,3,648,Yes,0%
26,female,Master,3364300%,0%,MORTGAGE,300000%,DEBTCONSOLIDATION,579%,9%,3,564,Yes,0%
22,male,Associate,3369000%,400%,OWN,775000%,MEDICAL,1037%,23%,3,570,Yes,0%
26,male,High School,3746300%,300%,RENT,120000%,VENTURE,1014%,3%,4,581,Yes,0%
22,male,Master,3851100%,300%,RENT,120000%,PERSONAL,1221%,3%,4,641,Yes,0%
23,female,Bachelor,3867400%,100%,RENT,120000%,EDUCATION,888%,3%,2,669,Yes,0%
24,female,Bachelor,4016300%,300%,RENT,120000%,MEDICAL,1311%,3%,2,588,Yes,0%
23,female,Master,3349200%,100%,MORTGAGE,400000%,EDUCATION,962%,12%,2,664,Yes,0%
22,male,High School,3345600%,100%,OWN,600000%,MEDICAL,654%,18%,4,635,Yes,0%
23,male,High School,4101900%,100%,RENT,120000%,EDUCATION,832%,3%,2,535,Yes,0%
21,male,Bachelor,4204400%,0%,RENT,120000%,HOMEIMPROVEMENT,1269%,3%,4,579,No,100%
26,female,Master,4184800%,400%,RENT,120000%,VENTURE,991%,3%,3,615,Yes,0%
22,female,High School,4255500%,0%,RENT,120000%,MEDICAL,1929%,3%,4,636,No,100%
22,male,Master,3536500%,0%,RENT,120000%,HOMEIMPROVEMENT,1570%,3%,4,557,No,100%
26,female,Associate,3353400%,200%,MORTGAGE,302500%,PERSONAL,1595%,9%,2,556,Yes,0%
23,male,High School,4413500%,0%,RENT,120000%,DEBTCONSOLIDATION,1399%,3%,4,569,Yes,0%
24,male,High School,4431700%,0%,RENT,120000%,EDUCATION,1149%,3%,2,670,No,0%
